season,game_no,player_name,goals_scored,game_date,opposition,venue,score,goals_for,goals_against,generic_comp,game_type,league_tier,manager
1959/60,5,Keith Williams,1,1959-09-05,Port Vale,H,6-0,6,0,Football League,League,3,Peter Farrell
1959/60,5,Tony Rowley,1,1959-09-05,Port Vale,H,6-0,6,0,Football League,League,3,Peter Farrell
1959/60,5,Jimmy Mulkerrin,1,1959-09-05,Port Vale,H,6-0,6,0,Football League,League,3,Peter Farrell
1959/60,5,Tommy Eglington,1,1959-09-05,Port Vale,H,6-0,6,0,Football League,League,3,Peter Farrell
1959/60,6,Tony Rowley,1,1959-09-07,Newport County,A,1-2,1,2,Football League,League,3,Peter Farrell
1959/60,7,Keith Williams,2,1959-09-12,Wrexham,H,4-1,4,1,Football League,League,3,Peter Farrell
1959/60,7,Jimmy Mulkerrin,2,1959-09-12,Wrexham,H,4-1,4,1,Football League,League,3,Peter Farrell
1959/60,8,Ken Finney,1,1959-09-14,Newport County,H,2-2,2,2,Football League,League,3,Peter Farrell
1959/60,8,Keith Williams,1,1959-09-14,Newport County,H,2-2,2,2,Football League,League,3,Peter Farrell
1959/60,9,Tommy Eglington,1,1959-09-19,Grimsby Town,A,1-1,1,1,Football League,League,3,Peter Farrell
1959/60,12,Derek Jones,2,1959-09-28,Chesterfield,H,3-0,3,0,Football League,League,3,Peter Farrell
1959/60,12,Tommy Eglington,1,1959-09-28,Chesterfield,H,3-0,3,0,Football League,League,3,Peter Farrell
1959/60,15,Charlie McDonnell,1,1959-10-10,Brentford,A,1-2,1,2,Football League,League,3,Peter Farrell
1959/60,16,Ken Finney,1,1959-10-12,Coventry City,H,3-1,3,1,Football League,League,3,Peter Farrell
1959/60,16,Derek Jones,1,1959-10-12,Coventry City,H,3-1,3,1,Football League,League,3,Peter Farrell
1959/60,16,Charlie McDonnell,1,1959-10-12,Coventry City,H,3-1,3,1,Football League,League,3,Peter Farrell
1959/60,17,Tommy Eglington,1,1959-10-17,Colchester United,H,1-1,1,1,Football League,League,3,Peter Farrell
1959/60,18,Wilf Charlton,1,1959-10-24,Southend United,A,1-7,1,7,Football League,League,3,Peter Farrell
1959/60,19,Keith Williams,1,1959-10-31,Shrewsbury Town,H,3-3,3,3,Football League,League,3,Peter Farrell
1959/60,19,Charlie McDonnell,1,1959-10-31,Shrewsbury Town,H,3-3,3,3,Football League,League,3,Peter Farrell
1959/60,19,Tommy Eglington,1,1959-10-31,Shrewsbury Town,H,3-3,3,3,Football League,League,3,Peter Farrell
1959/60,20,Jimmy Mulkerrin,1,1959-11-07,Halifax Town,A,3-0,3,0,Football League,League,3,Peter Farrell
1959/60,20,Tommy Eglington,2,1959-11-07,Halifax Town,A,3-0,3,0,Football League,League,3,Peter Farrell
1959/60,23,Tony Rowley,1,1959-11-28,Southampton,H,2-4,2,4,Football League,League,3,Peter Farrell
1959/60,23,Tommy Eglington,1,1959-11-28,Southampton,H,2-4,2,4,Football League,League,3,Peter Farrell
1959/60,24,Keith Williams,1,1959-12-12,Mansfield Town,H,4-2,4,2,Football League,League,3,Peter Farrell
1959/60,24,Tony Rowley,1,1959-12-12,Mansfield Town,H,4-2,4,2,Football League,League,3,Peter Farrell
1959/60,24,Charlie McDonnell,2,1959-12-12,Mansfield Town,H,4-2,4,2,Football League,League,3,Peter Farrell
1959/60,25,Keith Williams,1,1959-12-19,Accrington Stanley,A,3-1,3,1,Football League,League,3,Peter Farrell
1959/60,25,Tony Rowley,2,1959-12-19,Accrington Stanley,A,3-1,3,1,Football League,League,3,Peter Farrell
1959/60,26,Tony Rowley,1,1959-12-26,York City,H,2-2,2,2,Football League,League,3,Peter Farrell
1959/60,26,Charlie McDonnell,1,1959-12-26,York City,H,2-2,2,2,Football League,League,3,Peter Farrell
1959/60,28,Ken Finney,1,1960-01-02,Bournemouth and Boscombe Athletic,H,1-1,1,1,Football League,League,3,Peter Farrell
1959/60,29,Bobby Harrop,1,1960-01-16,Port Vale,A,1-1,1,1,Football League,League,3,Peter Farrell
1959/60,31,Tony Rowley,2,1960-01-30,Reading,A,4-5,4,5,Football League,League,3,Peter Farrell
1959/60,31,Jimmy Mulkerrin,2,1960-01-30,Reading,A,4-5,4,5,Football League,League,3,Peter Farrell
1959/60,32,Ken Finney,1,1960-02-13,Queens Park Rangers,A,1-2,1,2,Football League,League,3,Peter Farrell
1959/60,33,Keith Williams,1,1960-02-22,Grimsby Town,H,2-0,2,0,Football League,League,3,Peter Farrell
1959/60,33,Tony Rowley,1,1960-02-22,Grimsby Town,H,2-0,2,0,Football League,League,3,Peter Farrell
1959/60,34,Tony Rowley,1,1960-02-27,Brentford,H,2-1,2,1,Football League,League,3,Peter Farrell
1959/60,34,Jimmy Mulkerrin,1,1960-02-27,Brentford,H,2-1,2,1,Football League,League,3,Peter Farrell
1959/60,35,Tony Rowley,1,1960-02-29,Bradford City,H,2-3,2,3,Football League,League,3,Peter Farrell
1959/60,35,OG,1,1960-02-29,Bradford City,H,2-3,2,3,Football League,League,3,Peter Farrell
1959/60,37,Keith Williams,1,1960-03-12,Southend United,H,1-0,1,0,Football League,League,3,Peter Farrell
1959/60,38,Keith Williams,1,1960-03-19,Southampton,A,1-1,1,1,Football League,League,3,Peter Farrell
1959/60,39,Graham Barnett,1,1960-03-28,Halifax Town,H,1-1,1,1,Football League,League,3,Peter Farrell
1959/60,40,Graham Barnett,1,1960-04-02,Bury,A,1-4,1,4,Football League,League,3,Peter Farrell
1959/60,41,Ken Bracewell,1,1960-04-09,Barnsley,H,2-0,2,0,Football League,League,3,Peter Farrell
1959/60,41,Graham Barnett,1,1960-04-09,Barnsley,H,2-0,2,0,Football League,League,3,Peter Farrell
1959/60,42,Charlie McDonnell,1,1960-04-15,Swindon Town,H,2-2,2,2,Football League,League,3,Peter Farrell
1959/60,42,Graham Barnett,1,1960-04-15,Swindon Town,H,2-2,2,2,Football League,League,3,Peter Farrell
1959/60,44,Keith Williams,1,1960-04-18,Swindon Town,A,1-1,1,1,Football League,League,3,Peter Farrell
1959/60,46,Tony Rowley,1,1960-04-25,Bury,H,2-0,2,0,Football League,League,3,Peter Farrell
1959/60,46,Graham Barnett,1,1960-04-25,Bury,H,2-0,2,0,Football League,League,3,Peter Farrell
1959/60,47,Jackie Hood,2,1960-04-30,Mansfield Town,A,2-0,2,0,Football League,League,3,Peter Farrell
1960/61,1,Graham Barnett,1,1960-08-20,Brentford,A,1-4,1,4,Football League,League,3,Peter Farrell
1960/61,2,Ken Finney,1,1960-08-22,Swindon Town,H,2-2,2,2,Football League,League,3,Peter Farrell
1960/61,2,Graham Barnett,1,1960-08-22,Swindon Town,H,2-2,2,2,Football League,League,3,Peter Farrell
1960/61,5,Ken Finney,1,1960-09-03,Bournemouth and Boscombe Athletic,H,4-3,4,3,Football League,League,3,Peter Farrell
1960/61,5,Elkanah Onyeali,2,1960-09-03,Bournemouth and Boscombe Athletic,H,4-3,4,3,Football League,League,3,Peter Farrell
1960/61,5,Tommy Eglington,1,1960-09-03,Bournemouth and Boscombe Athletic,H,4-3,4,3,Football League,League,3,Peter Farrell
1960/61,6,Ken Finney,1,1960-09-05,Southend United,H,2-1,2,1,Football League,League,3,Peter Farrell
1960/61,6,Elkanah Onyeali,1,1960-09-05,Southend United,H,2-1,2,1,Football League,League,3,Peter Farrell
1960/61,8,Keith Williams,1,1960-09-12,Southend United,A,2-1,2,1,Football League,League,3,Peter Farrell
1960/61,8,Tommy Eglington,1,1960-09-12,Southend United,A,2-1,2,1,Football League,League,3,Peter Farrell
1960/61,9,Keith Williams,3,1960-09-17,Shrewsbury Town,H,4-2,4,2,Football League,League,3,Peter Farrell
1960/61,9,Elkanah Onyeali,1,1960-09-17,Shrewsbury Town,H,4-2,4,2,Football League,League,3,Peter Farrell
1960/61,10,Graham Barnett,2,1960-09-22,Torquay United,A,2-5,2,5,Football League,League,3,Peter Farrell
1960/61,11,Elkanah Onyeali,1,1960-09-24,Walsall,A,1-3,1,3,Football League,League,3,Peter Farrell
1960/61,12,Ken Finney,1,1960-09-26,Torquay United,H,2-2,2,2,Football League,League,3,Peter Farrell
1960/61,12,Keith Williams,1,1960-09-26,Torquay United,H,2-2,2,2,Football League,League,3,Peter Farrell
1960/61,13,Tommy Eglington,1,1960-10-01,Bury,H,1-7,1,7,Football League,League,3,Peter Farrell
1960/61,14,Elkanah Onyeali,1,1960-10-08,Barnsley,A,1-2,1,2,Football League,League,3,Peter Farrell
1960/61,15,Bobby Harrop,1,1960-10-15,Newport County,H,2-4,2,4,Football League,League,3,Peter Farrell
1960/61,15,Elkanah Onyeali,1,1960-10-15,Newport County,H,2-4,2,4,Football League,League,3,Peter Farrell
1960/61,16,Ken Finney,2,1960-10-22,Colchester United,A,3-0,3,0,Football League,League,3,Peter Farrell
1960/61,16,Keith Williams,1,1960-10-22,Colchester United,A,3-0,3,0,Football League,League,3,Peter Farrell
1960/61,17,Elkanah Onyeali,1,1960-10-24,Port Vale,A,2-0,2,0,League Cup,Cup,NA,Peter Farrell
1960/61,17,Tommy Eglington,1,1960-10-24,Port Vale,A,2-0,2,0,League Cup,Cup,NA,Peter Farrell
1960/61,18,Keith Williams,1,1960-10-29,Grimsby Town,H,3-6,3,6,Football League,League,3,Peter Farrell
1960/61,18,Tony Rowley,1,1960-10-29,Grimsby Town,H,3-6,3,6,Football League,League,3,Peter Farrell
1960/61,18,Tommy Eglington,1,1960-10-29,Grimsby Town,H,3-6,3,6,Football League,League,3,Peter Farrell
1960/61,19,Keith Williams,1,1960-11-05,Bury,H,1-0,1,0,FA Cup,Cup,NA,Peter Farrell
1960/61,20,Keith Williams,1,1960-11-12,Reading,H,1-1,1,1,Football League,League,3,Peter Farrell
1960/61,21,Keith Williams,1,1960-11-16,Crewe Alexandra,H,2-0,2,0,League Cup,Cup,NA,Peter Farrell
1960/61,21,Tony Rowley,1,1960-11-16,Crewe Alexandra,H,2-0,2,0,League Cup,Cup,NA,Peter Farrell
1960/61,22,Keith Williams,1,1960-11-19,Coventry City,A,1-4,1,4,Football League,League,3,Peter Farrell
1960/61,23,Keith Williams,1,1960-11-30,York City,H,1-1,1,1,FA Cup,Cup,NA,Peter Farrell
1960/61,24,Keith Williams,1,1960-12-03,Queens Park Rangers,A,2-9,2,9,Football League,League,3,Peter Farrell
1960/61,24,Elkanah Onyeali,1,1960-12-03,Queens Park Rangers,A,2-9,2,9,Football League,League,3,Peter Farrell
1960/61,25,Tony Rowley,1,1960-12-05,York City,A,1-2,1,2,FA Cup,Cup,NA,Peter Farrell
1960/61,26,Tony Rowley,2,1960-12-10,Notts County,H,2-3,2,3,Football League,League,3,Peter Farrell
1960/61,27,Keith Williams,1,1960-12-19,Brentford,H,2-0,2,0,Football League,League,3,Peter Farrell
1960/61,27,Tony Rowley,1,1960-12-19,Brentford,H,2-0,2,0,Football League,League,3,Peter Farrell
1960/61,30,Keith Williams,1,1960-12-27,Port Vale,H,3-3,3,3,Football League,League,3,Peter Farrell
1960/61,30,Tony Rowley,1,1960-12-27,Port Vale,H,3-3,3,3,Football League,League,3,Peter Farrell
1960/61,30,Graham Barnett,1,1960-12-27,Port Vale,H,3-3,3,3,Football League,League,3,Peter Farrell
1960/61,31,Tony Rowley,1,1960-12-31,Watford,A,2-2,2,2,Football League,League,3,Peter Farrell
1960/61,31,Ken Price,1,1960-12-31,Watford,A,2-2,2,2,Football League,League,3,Peter Farrell
1960/61,32,Tommy Eglington,1,1961-01-02,Chesterfield,A,1-1,1,1,Football League,League,3,Walter Galbraith
1960/61,33,Ken Price,1,1961-01-14,Bournemouth and Boscombe Athletic,A,1-2,1,2,Football League,League,3,Walter Galbraith
1960/61,34,Keith Williams,3,1961-01-21,Halifax Town,H,6-2,6,2,Football League,League,3,Walter Galbraith
1960/61,34,Jimmy Mulkerrin,1,1961-01-21,Halifax Town,H,6-2,6,2,Football League,League,3,Walter Galbraith
1960/61,34,Tommy Eglington,1,1961-01-21,Halifax Town,H,6-2,6,2,Football League,League,3,Walter Galbraith
1960/61,34,OG,1,1961-01-21,Halifax Town,H,6-2,6,2,Football League,League,3,Walter Galbraith
1960/61,35,Keith Williams,1,1961-01-28,Hull City,A,2-4,2,4,Football League,League,3,Walter Galbraith
1960/61,35,Graham Barnett,1,1961-01-28,Hull City,A,2-4,2,4,Football League,League,3,Walter Galbraith
1960/61,36,Keith Williams,2,1961-02-04,Shrewsbury Town,A,2-1,2,1,Football League,League,3,Walter Galbraith
1960/61,37,Ken Finney,1,1961-02-11,Walsall,H,1-4,1,4,Football League,League,3,Walter Galbraith
1960/61,39,Keith Williams,1,1961-02-25,Queens Park Rangers,H,1-2,1,2,Football League,League,3,Walter Galbraith
1960/61,40,Keith Williams,1,1961-02-27,Bristol City,H,3-2,3,2,Football League,League,3,Walter Galbraith
1960/61,40,Alan Arnell,2,1961-02-27,Bristol City,H,3-2,3,2,Football League,League,3,Walter Galbraith
1960/61,42,Tommy Murray,1,1961-03-11,Colchester United,H,7-2,7,2,Football League,League,3,Walter Galbraith
1960/61,42,Keith Williams,2,1961-03-11,Colchester United,H,7-2,7,2,Football League,League,3,Walter Galbraith
1960/61,42,Alan Arnell,1,1961-03-11,Colchester United,H,7-2,7,2,Football League,League,3,Walter Galbraith
1960/61,42,Ralph Gubbins,2,1961-03-11,Colchester United,H,7-2,7,2,Football League,League,3,Walter Galbraith
1960/61,42,Tommy Eglington,1,1961-03-11,Colchester United,H,7-2,7,2,Football League,League,3,Walter Galbraith
1960/61,43,Keith Williams,1,1961-03-18,Grimsby Town,A,1-4,1,4,Football League,League,3,Walter Galbraith
1960/61,44,Keith Williams,1,1961-03-24,Hull City,H,1-0,1,0,Football League,League,3,Walter Galbraith
1960/61,45,Alan Arnell,1,1961-03-31,Bradford City,H,1-0,1,0,Football League,League,3,Walter Galbraith
1960/61,46,Keith Williams,1,1961-04-01,Reading,A,2-1,2,1,Football League,League,3,Walter Galbraith
1960/61,46,Alan Arnell,1,1961-04-01,Reading,A,2-1,2,1,Football League,League,3,Walter Galbraith
1960/61,47,Keith Williams,1,1961-04-03,Bradford City,A,1-1,1,1,Football League,League,3,Walter Galbraith
1960/61,48,Ralph Gubbins,2,1961-04-08,Coventry City,H,2-0,2,0,Football League,League,3,Walter Galbraith
1960/61,50,Keith Williams,1,1961-04-22,Barnsley,H,2-1,2,1,Football League,League,3,Walter Galbraith
1960/61,50,Ralph Gubbins,1,1961-04-22,Barnsley,H,2-1,2,1,Football League,League,3,Walter Galbraith
1960/61,51,Ralph Gubbins,1,1961-04-24,Chesterfield,H,1-1,1,1,Football League,League,3,Walter Galbraith
1960/61,52,Charlie McDonnell,1,1961-04-29,Notts County,A,1-4,1,4,Football League,League,3,Walter Galbraith
1961/62,1,Alan Arnell,1,1961-08-23,Aldershot Town,A,1-3,1,3,Football League,League,4,Walter Galbraith
1961/62,2,Les Campbell,1,1961-08-26,Darlington,A,1-2,1,2,Football League,League,4,Walter Galbraith
1961/62,3,Tommy Neill,1,1961-08-28,Aldershot Town,H,1-2,1,2,Football League,League,4,Walter Galbraith
1961/62,4,Peter Jackson,1,1961-09-01,Hartlepools United,H,3-2,3,2,Football League,League,4,Walter Galbraith
1961/62,4,Alan Arnell,1,1961-09-01,Hartlepools United,H,3-2,3,2,Football League,League,4,Walter Galbraith
1961/62,4,Les Campbell,1,1961-09-01,Hartlepools United,H,3-2,3,2,Football League,League,4,Walter Galbraith
1961/62,5,Ken Finney,1,1961-09-04,Bradford City,H,3-2,3,2,Football League,League,4,Walter Galbraith
1961/62,5,David Jackson,1,1961-09-04,Bradford City,H,3-2,3,2,Football League,League,4,Walter Galbraith
1961/62,5,Ralph Gubbins,1,1961-09-04,Bradford City,H,3-2,3,2,Football League,League,4,Walter Galbraith
1961/62,6,Ken Finney,1,1961-09-09,Southport,A,1-2,1,2,Football League,League,4,Walter Galbraith
1961/62,7,Alan Arnell,3,1961-09-13,Middlesbrough,H,3-6,3,6,League Cup,Cup,NA,Walter Galbraith
1961/62,8,Ralph Gubbins,1,1961-09-16,Exeter City,H,3-4,3,4,Football League,League,4,Walter Galbraith
1961/62,8,Alan Arnell,2,1961-09-16,Exeter City,H,3-4,3,4,Football League,League,4,Walter Galbraith
1961/62,10,Ralph Gubbins,1,1961-09-23,Chester,H,4-1,4,1,Football League,League,4,Walter Galbraith
1961/62,10,Alan Arnell,3,1961-09-23,Chester,H,4-1,4,1,Football League,League,4,Walter Galbraith
1961/62,11,Ralph Gubbins,1,1961-09-25,Wrexham,H,2-0,2,0,Football League,League,4,Walter Galbraith
1961/62,11,Alan Arnell,1,1961-09-25,Wrexham,H,2-0,2,0,Football League,League,4,Walter Galbraith
1961/62,14,Ken Finney,1,1961-10-07,Doncaster Rovers,A,1-6,1,6,Football League,League,4,Walter Galbraith
1961/62,15,Ken Finney,1,1961-10-10,Carlisle United,A,3-0,3,0,Football League,League,4,Walter Galbraith
1961/62,15,John Frye,1,1961-10-10,Carlisle United,A,3-0,3,0,Football League,League,4,Walter Galbraith
1961/62,15,Alan Arnell,1,1961-10-10,Carlisle United,A,3-0,3,0,Football League,League,4,Walter Galbraith
1961/62,16,Alan Arnell,1,1961-10-14,Workington,H,3-2,3,2,Football League,League,4,Walter Galbraith
1961/62,16,Ralph Gubbins,2,1961-10-14,Workington,H,3-2,3,2,Football League,League,4,Walter Galbraith
1961/62,17,John Frye,1,1961-10-21,York City,A,2-1,2,1,Football League,League,4,Walter Galbraith
1961/62,17,Alan Arnell,1,1961-10-21,York City,A,2-1,2,1,Football League,League,4,Walter Galbraith
1961/62,18,Ralph Gubbins,1,1961-10-28,Chesterfield,H,1-0,1,0,Football League,League,4,Walter Galbraith
1961/62,19,John Frye,1,1961-11-04,Gateshead AFC,H,2-3,2,3,FA Cup,Cup,NA,Walter Galbraith
1961/62,19,Alan Arnell,1,1961-11-04,Gateshead AFC,H,2-3,2,3,FA Cup,Cup,NA,Walter Galbraith
1961/62,20,Ken Finney,1,1961-11-11,Millwall,H,5-1,5,1,Football League,League,4,Walter Galbraith
1961/62,20,John Frye,1,1961-11-11,Millwall,H,5-1,5,1,Football League,League,4,Walter Galbraith
1961/62,20,Ralph Gubbins,2,1961-11-11,Millwall,H,5-1,5,1,Football League,League,4,Walter Galbraith
1961/62,20,Jimmy Anders,1,1961-11-11,Millwall,H,5-1,5,1,Football League,League,4,Walter Galbraith
1961/62,21,Ralph Gubbins,2,1961-11-18,Mansfield Town,A,2-1,2,1,Football League,League,4,Walter Galbraith
1961/62,22,Johnny King,1,1961-11-24,Barrow,H,2-1,2,1,Football League,League,4,Walter Galbraith
1961/62,22,Ralph Gubbins,1,1961-11-24,Barrow,H,2-1,2,1,Football League,League,4,Walter Galbraith
1961/62,24,John Frye,1,1961-12-09,Crewe Alexandra,H,1-6,1,6,Football League,League,4,Dave Russell
1961/62,26,Alan Arnell,1,1962-01-06,Gillingham,A,1-0,1,0,Football League,League,4,Dave Russell
1961/62,28,Ralph Gubbins,2,1962-01-19,Southport,H,3-1,3,1,Football League,League,4,Dave Russell
1961/62,28,John Frye,1,1962-01-19,Southport,H,3-1,3,1,Football League,League,4,Dave Russell
1961/62,30,Alan Arnell,1,1962-02-09,Chester,A,1-1,1,1,Football League,League,4,Dave Russell
1961/62,31,Ralph Gubbins,2,1962-02-17,Colchester United,H,5-2,5,2,Football League,League,4,Dave Russell
1961/62,31,Alan Arnell,3,1962-02-17,Colchester United,H,5-2,5,2,Football League,League,4,Dave Russell
1961/62,32,Tommy Neill,1,1962-02-23,Doncaster Rovers,H,3-2,3,2,Football League,League,4,Dave Russell
1961/62,32,John Frye,1,1962-02-23,Doncaster Rovers,H,3-2,3,2,Football League,League,4,Dave Russell
1961/62,32,Ken Finney,1,1962-02-23,Doncaster Rovers,H,3-2,3,2,Football League,League,4,Dave Russell
1961/62,33,OG,1,1962-03-03,Workington,A,1-2,1,2,Football League,League,4,Dave Russell
1961/62,34,Ralph Gubbins,1,1962-03-09,York City,H,2-2,2,2,Football League,League,4,Dave Russell
1961/62,34,Alan Arnell,1,1962-03-09,York City,H,2-2,2,2,Football League,League,4,Dave Russell
1961/62,36,John Byrne,1,1962-03-17,Chesterfield,A,2-1,2,1,Football League,League,4,Dave Russell
1961/62,36,Ralph Gubbins,1,1962-03-17,Chesterfield,A,2-1,2,1,Football League,League,4,Dave Russell
1961/62,37,John Byrne,1,1962-03-24,Gillingham,H,4-2,4,2,Football League,League,4,Dave Russell
1961/62,37,Ralph Gubbins,1,1962-03-24,Gillingham,H,4-2,4,2,Football League,League,4,Dave Russell
1961/62,37,Alan Arnell,2,1962-03-24,Gillingham,H,4-2,4,2,Football League,League,4,Dave Russell
1961/62,38,Ralph Gubbins,1,1962-03-26,Stockport County,H,1-3,1,3,Football League,League,4,Dave Russell
1961/62,40,Ken Finney,1,1962-04-07,Mansfield Town,H,2-0,2,0,Football League,League,4,Dave Russell
1961/62,40,John Byrne,1,1962-04-07,Mansfield Town,H,2-0,2,0,Football League,League,4,Dave Russell
1961/62,41,Ralph Gubbins,1,1962-04-11,Bradford City,A,1-3,1,3,Football League,League,4,Dave Russell
1961/62,43,John Byrne,1,1962-04-20,Oldham Athletic,H,3-1,3,1,Football League,League,4,Dave Russell
1961/62,43,Alan Arnell,2,1962-04-20,Oldham Athletic,H,3-1,3,1,Football League,League,4,Dave Russell
1961/62,44,Alan Arnell,2,1962-04-21,Rochdale,H,2-0,2,0,Football League,League,4,Dave Russell
1962/63,1,Ralph Gubbins,1,1962-08-18,Lincoln City,A,2-4,2,4,Football League,League,4,Dave Russell
1962/63,1,Alan Arnell,1,1962-08-18,Lincoln City,A,2-4,2,4,Football League,League,4,Dave Russell
1962/63,3,Malcolm Edwards,1,1962-08-25,Oldham Athletic,H,1-2,1,2,Football League,League,4,Dave Russell
1962/63,5,John Manning,1,1962-09-01,Barrow,A,1-1,1,1,Football League,League,4,Dave Russell
1962/63,6,Jimmy Milner,1,1962-09-03,Carlisle United,H,2-3,2,3,League Cup,Cup,NA,Dave Russell
1962/63,6,Ralph Gubbins,1,1962-09-03,Carlisle United,H,2-3,2,3,League Cup,Cup,NA,Dave Russell
1962/63,7,Les Campbell,3,1962-09-08,Hartlepools United,H,6-1,6,1,Football League,League,4,Dave Russell
1962/63,7,Jimmy Milner,1,1962-09-08,Hartlepools United,H,6-1,6,1,Football League,League,4,Dave Russell
1962/63,7,Alan Arnell,2,1962-09-08,Hartlepools United,H,6-1,6,1,Football League,League,4,Dave Russell
1962/63,8,Dave Hickson,1,1962-09-10,Bradford City,H,1-1,1,1,Football League,League,4,Dave Russell
1962/63,9,Jimmy Milner,1,1962-09-15,Darlington,A,3-2,3,2,Football League,League,4,Dave Russell
1962/63,9,Dave Hickson,2,1962-09-15,Darlington,A,3-2,3,2,Football League,League,4,Dave Russell
1962/63,10,Dave Hickson,1,1962-09-17,Torquay United,H,1-1,1,1,Football League,League,4,Dave Russell
1962/63,11,Ralph Gubbins,1,1962-09-21,Southport,H,7-1,7,1,Football League,League,4,Dave Russell
1962/63,11,Les Jones,1,1962-09-21,Southport,H,7-1,7,1,Football League,League,4,Dave Russell
1962/63,11,Dave Hickson,2,1962-09-21,Southport,H,7-1,7,1,Football League,League,4,Dave Russell
1962/63,11,Alan Arnell,3,1962-09-21,Southport,H,7-1,7,1,Football League,League,4,Dave Russell
1962/63,12,Bobby Conroy,1,1962-09-29,Aldershot Town,A,3-2,3,2,Football League,League,4,Dave Russell
1962/63,12,Les Jones,1,1962-09-29,Aldershot Town,A,3-2,3,2,Football League,League,4,Dave Russell
1962/63,12,Barry Dyson,1,1962-09-29,Aldershot Town,A,3-2,3,2,Football League,League,4,Dave Russell
1962/63,13,Ralph Gubbins,1,1962-10-01,Mansfield Town,A,1-6,1,6,Football League,League,4,Dave Russell
1962/63,14,Les Jones,1,1962-10-06,Doncaster Rovers,H,2-3,2,3,Football League,League,4,Dave Russell
1962/63,14,Dave Hickson,1,1962-10-06,Doncaster Rovers,H,2-3,2,3,Football League,League,4,Dave Russell
1962/63,15,Dave Hickson,1,1962-10-13,Stockport County,A,2-2,2,2,Football League,League,4,Dave Russell
1962/63,15,Barry Dyson,1,1962-10-13,Stockport County,A,2-2,2,2,Football League,League,4,Dave Russell
